,file_name,multiplicity
282,med/[OH]+C=CCCCC(C)C_[CH]=CCCCC(C)C+O.xyz,2
283,low/[CH]=C+C_C=C+[CH3].xyz,2
284,med/[O]O+C=CCC[CH]C(C)C_[O][O]+C=CCCCC(C)C.xyz,3
285,med/[OH]+CCCCCC1CCC(C)O1_CC[CH]CCC1CCC(C)O1+O.xyz,2
286,low/C=CC=O+[CH3]_C=C[C]=O+C.xyz,2
287,low/C=C[CH]C+C=CC_C=CCC+[CH]=CC.xyz,2
288,low/CCCCO+[O][O]_[O]O+[CH2]CCCO.xyz,3
289,med/[O]O+CCC(C)CC(C)C_OO+CCC(C)C[C](C)C.xyz,2
290,med/[O]+CCC=CCC(C)C_[OH]+CCC=C[CH]C(C)C.xyz,3
291,low/CC=CC=O+[O]_CC=C[C]=O+[OH].xyz,3
292,med/[OH]+CCCCC(C)CC_O+CC[CH]CC(C)CC.xyz,2
293,high/[O]O+CC(=O)CO[O]_CC(=O)COO+[O][O].xyz,3
294,low/CCC(C)O+[OH]_[CH2]CC(C)O+O.xyz,2
295,low/C[CH]CC+[CH]=O_CCCC+[C]=O.xyz,3
296,low/C=CO+[OH]_C=C[O]+O.xyz,2
297,low/[CH2]C(C)=O+CCC_CC(C)=O+[CH2]CC.xyz,2
298,med/[OH]+CCCC(C)C=C(C)C_C[CH]CC(C)C=C(C)C+O.xyz,2
299,low/CCO+CC[O]_CCO+C[CH]O.xyz,2
300,low/C[CH]CC+C=C=O_CCCC+[CH]=C=O.xyz,2
301,low/C[C]=O+CCCCO_CC=O+CCCC[O].xyz,2
302,low/C[C](C)C+C=C_CC(C)C+[CH]=C.xyz,2
303,low/[CH2]C=O+C=CCC_CC=O+C=C[CH]C.xyz,2
304,low/C[C](C)C+[CH]=O_CC(C)C+[C]=O.xyz,3
305,low/CCC(C)O+[OH]_CC[C](C)O+O.xyz,2
306,low/CCC(C)O+[OH]_C[CH]C(C)O+O.xyz,2
307,med/[O][O]+CC(=O)C(C)CC(C)C_[O]O+C[C](C)CC(C)C(C)=O.xyz,3
308,low/CCCO[O]+C=CC=C_CCCOO+[CH]=CC=C.xyz,2
309,low/[CH2]C(C)C+CCC(C)O_CC(C)C+[CH2]C(O)CC.xyz,2
